anio,provincia_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,Rendimiento_Real_kgxha,Rendimiento_Predicho_kgxha,Error_Absoluto_kgxha,Error_Relativo_pct,Provincia_Nombre
2012,30,64000,64000,138100,2158,2180.21,22.21,1.03,Entre Ríos
2019,14,103232,103232,336830,3263,3270.15,7.15,0.22,Córdoba
2022,42,47800,45500,79200,1741,1821.45,80.45,4.62,La Pampa
1992,82,125300,124900,318700,2552,2334.29,217.71,8.53,Santa Fe
1977,82,78000,70600,170000,2408,2214.79,193.21,8.02,Santa Fe
2015,14,327936,313436,1011736,3228,3303.34,75.34,2.33,Córdoba
2015,6,35510,35510,89066,2508,2582.44,74.44,2.97,Buenos Aires
2010,74,1650,1650,3755,2276,1923.19,352.81,15.5,San Luis
2021,38,288,288,749,2601,2097.5,503.5,19.36,Jujuy
1996,6,500,500,1100,2200,1823.09,376.91,17.13,Buenos Aires
1966,82,250,200,240,1200,1061.78,138.22,11.52,Santa Fe
2013,6,59700,48700,120510,2475,2384.85,90.15,3.64,Buenos Aires
2023,42,49100,48100,142780,2968,2898.5,69.5,2.34,La Pampa
2012,42,9500,9500,15400,1621,1918.02,297.02,18.32,La Pampa
1998,6,81000,81000,250000,3086,3077.22,8.78,0.28,Buenos Aires
2015,74,7725,6925,16620,2400,2523.64,123.64,5.15,San Luis
2010,6,26160,25360,71840,2833,2781.97,51.03,1.8,Buenos Aires
1992,6,10600,10600,16300,1538,1686.27,148.27,9.64,Buenos Aires
2007,10,25000,25000,75000,3000,2871.15,128.85,4.3,Catamarca
1997,6,17000,17000,35700,2100,2211.91,111.91,5.33,Buenos Aires
1962,54,140,120,108,900,971.71,71.71,7.97,Misiones
2006,6,62600,62600,227977,3642,3550.41,91.59,2.51,Buenos Aires
2014,42,93800,91900,309660,3370,3373.37,3.37,0.1,La Pampa
1967,34,5,5,4,800,754.58,45.42,5.68,Formosa
1983,66,4900,4900,9700,1980,1889.06,90.94,4.59,Salta
1969,22,10,10,7,700,799.07,99.07,14.15,Chaco
1993,22,4000,3800,4800,1263,1333.44,70.44,5.58,Chaco
2022,18,400,400,600,1500,1682.43,182.43,12.16,Corrientes
2006,86,48000,48000,131400,2738,2724.13,13.87,0.51,Santiago del Estero
1981,6,2000,1900,3040,1600,1649.37,49.37,3.09,Buenos Aires
1999,6,1000,1000,2300,2300,1921.93,378.07,16.44,Buenos Aires
2021,30,141000,139650,372985,2671,2710.97,39.97,1.5,Entre Ríos
1961,54,33,32,32,1000,992.19,7.81,0.78,Misiones
1992,22,20000,20000,36000,1800,1920.8,120.8,6.71,Chaco
2021,66,220,220,396,1800,2009.91,209.91,11.66,Salta
1977,82,300,250,450,1800,1542.48,257.52,14.31,Santa Fe
2014,6,20500,20400,44510,2182,2345.8,163.8,7.51,Buenos Aires
2000,42,2000,1950,2600,1333,1776.27,443.27,33.25,La Pampa
2021,82,135500,135500,311950,2302,2368.12,66.12,2.87,Santa Fe
1961,86,185,162,130,802,976.06,174.06,21.7,Santiago del Estero
1994,6,1000,950,1500,1579,1618.71,39.71,2.51,Buenos Aires
2014,6,105240,105240,126516,1202,1288.24,86.24,7.17,Buenos Aires
2019,90,19900,19520,39873,2043,2431.79,388.79,19.03,Tucumán
2008,18,8850,6850,7550,1102,1567.24,465.24,42.22,Corrientes
1990,14,50000,47500,109300,2301,2237.77,63.23,2.75,Córdoba
1999,74,8000,8000,12800,1600,1882.73,282.73,17.67,San Luis
1973,14,150,150,190,1267,1230.67,36.33,2.87,Córdoba
2015,6,125200,125200,256440,2048,2092.72,44.72,2.18,Buenos Aires
2007,30,155000,152100,303810,1997,2067.54,70.54,3.53,Entre Ríos
1995,6,600,600,900,1500,1616.36,116.36,7.76,Buenos Aires
1998,6,58000,58000,170000,2931,2959.05,28.05,0.96,Buenos Aires
2018,14,34600,34600,102950,2975,2920.58,54.42,1.83,Córdoba
1980,82,36000,35200,68600,1949,1994.67,45.67,2.34,Santa Fe
1997,6,4750,4720,7800,1653,2064.57,411.57,24.9,Buenos Aires
2014,14,122400,118900,435230,3660,3499.96,160.04,4.37,Córdoba
2010,86,95000,95000,232750,2450,2475.93,25.93,1.06,Santiago del Estero
2023,14,93387,93387,281284,3012,3032.73,20.73,0.69,Córdoba
1979,30,4000,3950,5925,1500,1607.59,107.59,7.17,Entre Ríos
1976,18,20710,20365,32412,1592,1790.15,198.15,12.45,Corrientes
1963,82,320,200,160,800,876.93,76.93,9.62,Santa Fe
1990,34,800,500,800,1600,1604.52,4.52,0.28,Formosa
2020,6,121171,121171,236061,1948,2010.62,62.62,3.21,Buenos Aires
1997,22,5000,2500,4000,1600,1491.7,108.3,6.77,Chaco
1997,18,50,0,0,0,0.0,0.0,,Corrientes
2009,82,229200,228400,854660,3742,3332.52,409.48,10.94,Santa Fe
2006,34,7216,7216,13090,1814,2021.56,207.56,11.44,Formosa
1984,14,1500,1500,3000,2000,1800.75,199.25,9.96,Córdoba
2019,30,109300,109300,254570,2329,2350.67,21.67,0.93,Entre Ríos
1990,6,3000,3000,3900,1300,1537.87,237.87,18.3,Buenos Aires
1985,6,2200,2200,3550,1614,1754.98,140.98,8.73,Buenos Aires
1989,22,500,500,750,1500,1629.21,129.21,8.61,Chaco
2018,6,16236,14998,39838,2656,2634.15,21.85,0.82,Buenos Aires
1975,14,4500,4500,5625,1250,1410.6,160.6,12.85,Córdoba
2007,6,6200,6200,20845,3362,2557.26,804.74,23.94,Buenos Aires
2002,22,9000,9000,18410,2046,2247.43,201.43,9.84,Chaco
2005,22,34500,30200,71798,2377,2277.14,99.86,4.2,Chaco
2005,42,47200,46100,108700,2358,2341.11,16.89,0.72,La Pampa
2001,6,7400,7400,16800,2270,2234.08,35.92,1.58,Buenos Aires
1994,86,1350,800,900,1125,1554.44,429.44,38.17,Santiago del Estero
1991,14,12000,12000,26400,2200,2082.19,117.81,5.35,Córdoba
1987,82,15000,15000,26300,1753,1906.9,153.9,8.78,Santa Fe
2018,6,1000,800,1360,1700,2622.79,922.79,54.28,Buenos Aires
2011,82,165900,165900,490690,2958,3015.96,57.96,1.96,Santa Fe
2000,42,17100,16900,27400,1621,1908.55,287.55,17.74,La Pampa
2022,6,121590,121590,277054,2279,2309.72,30.72,1.35,Buenos Aires
2001,82,110000,98000,175000,1786,1818.54,32.54,1.82,Santa Fe
2002,6,7000,7000,9600,1371,1734.24,363.24,26.49,Buenos Aires
2004,22,4241,4241,6462,1524,1910.68,386.68,25.37,Chaco
1992,6,14300,12820,21000,1638,1785.92,147.92,9.03,Buenos Aires
2010,6,190800,190800,723820,3794,3688.01,105.99,2.79,Buenos Aires
1981,6,2000,1800,2700,1500,1622.38,122.38,8.16,Buenos Aires
1975,22,80,60,50,833,930.37,97.37,11.69,Chaco
2000,22,3000,3000,5700,1900,1980.91,80.91,4.26,Chaco
1962,82,300,250,237,948,993.18,45.18,4.77,Santa Fe
2014,54,40,40,108,2700,2484.37,215.63,7.99,Misiones
2004,82,46453,46453,121659,2619,2624.79,5.79,0.22,Santa Fe
2017,6,35510,34060,75824,2226,2382.25,156.25,7.02,Buenos Aires
2016,6,4594,4359,13537,3106,2767.01,338.99,10.91,Buenos Aires
1968,22,10,10,7,700,799.07,99.07,14.15,Chaco
2017,6,41320,41320,78232,1893,2180.93,287.93,15.21,Buenos Aires
2020,86,4000,4000,12000,3000,2883.57,116.43,3.88,Santiago del Estero
1999,6,73500,73300,150900,2059,2110.31,51.31,2.49,Buenos Aires
1944,46,1,0,0,0,0.0,0.0,,La Rioja
1983,82,128000,127600,335000,2625,2366.07,258.93,9.86,Santa Fe
2004,6,1212,1212,3590,2962,1938.21,1023.79,34.56,Buenos Aires
2006,10,23000,23000,64400,2800,2681.18,118.82,4.24,Catamarca
2010,30,79000,79000,212200,2686,2647.5,38.5,1.43,Entre Ríos
1982,38,150,150,230,1533,1555.2,22.2,1.45,Jujuy
1988,6,10000,10000,20000,2000,2054.19,54.19,2.71,Buenos Aires
2006,90,850,850,2635,3100,2675.32,424.68,13.7,Tucumán
1998,6,150000,150000,500000,3333,3307.85,25.15,0.75,Buenos Aires
1997,22,1000,1000,1900,1900,1837.12,62.88,3.31,Chaco
1988,54,500,500,1100,2200,1793.4,406.6,18.48,Misiones
1993,14,1000,1000,1900,1900,1715.1,184.9,9.73,Córdoba
2023,90,500,500,1650,3300,3093.49,206.51,6.26,Tucumán
2008,22,4270,3420,3078,900,1380.95,480.95,53.44,Chaco
2023,6,100,100,250,2500,2258.01,241.99,9.68,Buenos Aires
2004,42,909,909,1026,1129,1799.44,670.44,59.38,La Pampa
2014,14,625000,590000,2096600,3554,3489.57,64.43,1.81,Córdoba
1972,34,180,180,216,1200,1311.07,111.07,9.26,Formosa
2003,14,350000,350000,770000,2200,2394.62,194.62,8.85,Córdoba
2008,18,3500,2780,3130,1126,1482.36,356.36,31.65,Corrientes
1995,22,2000,2000,3000,1500,1635.35,135.35,9.02,Chaco
1975,6,5000,5000,7000,1400,1532.11,132.11,9.44,Buenos Aires
1985,6,4000,4000,7600,1900,1890.76,9.24,0.49,Buenos Aires
2012,42,62600,61300,84780,1383,1395.0,12.0,0.87,La Pampa
2005,82,338500,338500,1124068,3321,3123.18,197.82,5.96,Santa Fe
1993,6,79000,78200,154400,1974,2118.76,144.76,7.33,Buenos Aires
1988,6,25000,23500,45000,1915,1946.83,31.83,1.66,Buenos Aires
1981,18,30,30,48,1600,1476.91,123.09,7.69,Corrientes
2022,6,490,180,288,1600,1712.2,112.2,7.01,Buenos Aires
1981,82,78600,74600,160440,2151,2159.36,8.36,0.39,Santa Fe
1992,14,385000,381900,992700,2599,2314.56,284.44,10.94,Córdoba
1988,90,3500,1800,3000,1667,1622.53,44.47,2.67,Tucumán
1993,30,28000,28000,58800,2100,2094.58,5.42,0.26,Entre Ríos
2004,6,96232,96232,303839,3157,3198.48,41.48,1.31,Buenos Aires
1984,30,3500,3500,4140,1183,1438.96,255.96,21.64,Entre Ríos
2004,22,14138,13633,16926,1242,1715.63,473.63,38.13,Chaco
2012,22,14800,11800,8260,700,1235.74,535.74,76.53,Chaco
2010,6,1500,1500,3450,2300,1880.78,419.22,18.23,Buenos Aires
1994,90,41650,41450,81600,1969,2072.35,103.35,5.25,Tucumán
2008,6,49500,46900,57155,1219,1300.05,81.05,6.65,Buenos Aires
2023,82,18300,17600,34080,1936,2623.8,687.8,35.53,Santa Fe
2010,30,136500,136200,337190,2476,2517.88,41.88,1.69,Entre Ríos
1991,22,14000,14000,26600,1900,1974.12,74.12,3.9,Chaco
1980,6,100,0,0,0,0.0,0.0,,Buenos Aires
1987,82,210000,210000,517300,2463,2330.09,132.91,5.4,Santa Fe
2009,6,28800,28700,41570,1448,1722.08,274.08,18.93,Buenos Aires
1980,30,500,480,624,1300,1524.95,224.95,17.3,Entre Ríos
2021,54,40,30,45,1500,1736.46,236.46,15.76,Misiones
2021,90,12100,11510,22337,1941,2249.63,308.63,15.9,Tucumán
1993,14,36000,36000,89600,2489,2289.58,199.42,8.01,Córdoba
2012,6,167200,152450,491920,3227,3155.64,71.36,2.21,Buenos Aires
1996,82,77000,74900,134800,1800,2000.01,200.01,11.11,Santa Fe
1989,14,230000,220800,420000,1902,1933.46,31.46,1.65,Córdoba
2023,90,27800,27680,85808,3100,3016.65,83.35,2.69,Tucumán
1978,18,400,360,432,1200,1369.26,169.26,14.1,Corrientes
2020,54,40,39,109,2795,2571.69,223.31,7.99,Misiones
2022,6,80000,74000,107200,1449,1388.47,60.53,4.18,Buenos Aires
2004,6,34940,34940,117351,3359,3238.85,120.15,3.58,Buenos Aires
2004,14,143902,143549,403649,2812,2774.69,37.31,1.33,Córdoba
2006,6,22500,21550,48785,2264,2393.4,129.4,5.72,Buenos Aires
1979,6,360,360,276,767,1261.68,494.68,64.5,Buenos Aires
2011,22,73000,41000,32853,801,764.58,36.42,4.55,Chaco
2023,10,1800,1782,4099,2300,2488.11,188.11,8.18,Catamarca
1996,42,600,600,900,1500,1593.94,93.94,6.26,La Pampa
1985,14,255000,254000,500000,1969,2168.19,199.19,10.12,Córdoba
1986,6,340,340,408,1200,1495.11,295.11,24.59,Buenos Aires
2002,86,185000,185000,370000,2000,2108.36,108.36,5.42,Santiago del Estero
1991,6,4900,4900,11500,2347,2086.95,260.05,11.08,Buenos Aires
1965,82,200,50,44,880,913.67,33.67,3.83,Santa Fe
1997,6,16000,14500,26100,1800,1974.13,174.13,9.67,Buenos Aires
2021,74,4700,4700,9630,2049,2262.39,213.39,10.41,San Luis
1998,22,11000,9800,22000,2245,2191.71,53.29,2.37,Chaco
2023,86,215400,214450,613265,2860,2874.32,14.32,0.5,Santiago del Estero
2004,6,40192,40192,131096,3262,3270.52,8.52,0.26,Buenos Aires
2006,6,4000,3910,9686,2477,2195.14,281.86,11.38,Buenos Aires
2004,22,42413,36354,49033,1349,1517.07,168.07,12.46,Chaco
2012,6,22900,20500,49120,2396,2380.31,15.69,0.65,Buenos Aires
2014,30,108500,108400,285120,2630,2635.14,5.14,0.2,Entre Ríos
1970,54,300,300,600,2000,1530.16,469.84,23.49,Misiones
2021,42,27000,27000,79260,2936,2618.28,317.72,10.82,La Pampa
2013,54,30,30,69,2300,2420.86,120.86,5.25,Misiones
2017,90,400,400,1160,2900,2605.04,294.96,10.17,Tucumán
1995,42,2000,2000,3000,1500,1622.17,122.17,8.14,La Pampa
2014,6,3310,3230,10561,3270,2728.8,541.2,16.55,Buenos Aires
1977,6,230,230,280,1217,1391.77,174.77,14.36,Buenos Aires
1980,6,29500,29500,59000,2000,2054.77,54.77,2.74,Buenos Aires
2005,6,97500,97500,316547,3247,3254.91,7.91,0.24,Buenos Aires
1989,90,16100,15500,33100,2135,1998.44,136.56,6.4,Tucumán
2013,6,119300,118100,208710,1767,1753.87,13.13,0.74,Buenos Aires
1997,42,500,500,1100,2200,1857.83,342.17,15.55,La Pampa
1975,54,2093,2080,2711,1303,1429.76,126.76,9.73,Misiones
1994,6,12000,12000,22800,1900,1949.2,49.2,2.59,Buenos Aires
1972,6,105,105,189,1800,1395.95,404.05,22.45,Buenos Aires
2007,18,2500,1478,2660,1800,1718.44,81.56,4.53,Corrientes
2005,82,196150,196150,623907,3181,3137.53,43.47,1.37,Santa Fe
2018,90,30600,30350,98751,3254,3124.28,129.72,3.99,Tucumán
2016,74,12700,12700,33020,2600,2494.46,105.54,4.06,San Luis
2012,38,4590,3140,5024,1600,1550.99,49.01,3.06,Jujuy
1998,6,51000,51000,153000,3000,2989.31,10.69,0.36,Buenos Aires
1997,6,81300,81200,208000,2562,2565.83,3.83,0.15,Buenos Aires
2019,14,475869,474569,1741592,3670,3490.32,179.68,4.9,Córdoba
2014,66,1500,1500,4050,2700,2485.13,214.87,7.96,Salta
2011,6,7100,7100,9170,1292,1746.77,454.77,35.2,Buenos Aires
2017,14,64790,63652,193602,3042,2972.4,69.6,2.29,Córdoba
2001,86,66738,66738,151000,2263,2299.64,36.64,1.62,Santiago del Estero
1995,66,2000,2000,2600,1300,1536.26,236.26,18.17,Salta
2018,38,220,220,616,2800,2559.84,240.16,8.58,Jujuy
1988,6,1000,1000,1200,1200,1615.26,415.26,34.61,Buenos Aires
2009,22,5400,4900,7640,1559,2022.24,463.24,29.71,Chaco
1973,14,1000,1000,1200,1200,1331.89,131.89,10.99,Córdoba
1993,82,216400,216400,572400,2645,2310.06,334.94,12.66,Santa Fe
1982,14,5000,5000,8063,1613,1746.13,133.13,8.25,Córdoba
2003,6,25800,25800,89000,3450,3122.92,327.08,9.48,Buenos Aires
2012,90,900,900,2070,2300,2398.83,98.83,4.3,Tucumán
2010,90,43000,42955,109535,2550,2576.19,26.19,1.03,Tucumán
1977,22,10,10,9,900,914.32,14.32,1.59,Chaco
1980,6,100,0,0,0,0.0,0.0,,Buenos Aires
1994,6,50000,49650,107300,2161,2192.21,31.21,1.44,Buenos Aires
2018,6,10700,10700,26209,2449,2702.94,253.94,10.37,Buenos Aires
2004,6,34840,34840,66574,1911,2106.64,195.64,10.24,Buenos Aires
2000,30,50000,49800,147800,2968,2983.15,15.15,0.51,Entre Ríos
1961,82,40,38,50,1316,1239.97,76.03,5.78,Santa Fe
2003,14,129000,129000,186500,1446,1477.18,31.18,2.16,Córdoba
2009,6,3900,3900,13050,3346,2594.21,751.79,22.47,Buenos Aires
1975,6,30,0,0,0,0.0,0.0,,Buenos Aires
1979,82,8000,7900,4600,582,763.55,181.55,31.19,Santa Fe
1980,42,40,0,0,0,0.0,0.0,,La Pampa
2020,86,2500,2500,7500,3000,2823.21,176.79,5.89,Santiago del Estero
2009,6,67000,66300,172285,2599,2638.65,39.65,1.53,Buenos Aires
1977,6,960,810,1230,1519,1537.25,18.25,1.2,Buenos Aires
1963,54,60,30,25,833,896.74,63.74,7.65,Misiones
1994,6,17500,17500,26000,1486,1676.98,190.98,12.85,Buenos Aires
1999,14,150000,150000,407500,2717,2599.73,117.27,4.32,Córdoba
2013,14,30000,30000,90000,3000,2833.88,166.12,5.54,Córdoba
1975,6,350,320,576,1800,1432.57,367.43,20.41,Buenos Aires
2008,6,145194,143994,211262,1467,1523.22,56.22,3.83,Buenos Aires
2010,22,17500,17370,38214,2200,2263.9,63.9,2.9,Chaco
1989,34,1300,900,1400,1556,1585.42,29.42,1.89,Formosa
1996,82,112000,112000,232100,2072,2149.62,77.62,3.75,Santa Fe
1980,10,300,300,420,1400,1561.02,161.02,11.5,Catamarca
2020,6,18000,18000,26400,1467,2305.21,838.21,57.14,Buenos Aires
1980,6,12000,11800,20000,1695,1922.05,227.05,13.4,Buenos Aires
1990,82,51000,47000,56400,1200,1328.35,128.35,10.7,Santa Fe
1981,6,100,100,140,1400,1455.12,55.12,3.94,Buenos Aires
2008,30,105000,45000,49500,1100,923.59,176.41,16.04,Entre Ríos
2008,6,8100,7700,10200,1325,1667.2,342.2,25.83,Buenos Aires
2013,54,40,40,100,2500,2422.49,77.51,3.1,Misiones
1984,54,400,400,472,1180,1333.22,153.22,12.98,Misiones
1994,6,41000,40800,61100,1498,1596.43,98.43,6.57,Buenos Aires
1991,6,5000,5000,8800,1760,1779.16,19.16,1.09,Buenos Aires
2003,86,3000,3000,6000,2000,2021.41,21.41,1.07,Santiago del Estero
2003,6,800,750,1400,1867,1832.75,34.25,1.83,Buenos Aires
2008,86,128300,53300,31980,600,700.73,100.73,16.79,Santiago del Estero
1980,6,200,200,300,1500,1518.13,18.13,1.21,Buenos Aires
1983,66,8000,7900,17100,2165,2002.17,162.83,7.52,Salta
1995,38,700,0,0,0,0.0,0.0,,Jujuy
1992,6,7000,7000,12600,1800,1858.13,58.13,3.23,Buenos Aires
2013,22,44000,43250,103800,2400,2374.86,25.14,1.05,Chaco
2003,22,5000,5000,6500,1300,1852.44,552.44,42.5,Chaco
1981,6,500,500,800,1600,1673.49,73.49,4.59,Buenos Aires
2004,82,131279,131279,308763,2352,2385.03,33.03,1.4,Santa Fe
2022,6,16800,12300,21090,1715,1636.88,78.12,4.56,Buenos Aires
2023,86,74500,74020,213076,2879,2863.12,15.88,0.55,Santiago del Estero
2000,6,57000,57000,162000,2842,2920.1,78.1,2.75,Buenos Aires
1962,54,60,60,60,1000,1013.24,13.24,1.32,Misiones
1988,6,31850,30000,65000,2167,2053.76,113.24,5.23,Buenos Aires
2023,6,0,0,0,0,456.63,456.63,inf,Buenos Aires
1998,82,32000,32000,58400,1825,1925.85,100.85,5.53,Santa Fe
1983,54,1800,1800,2450,1361,1513.2,152.2,11.18,Misiones
1987,54,200,200,380,1900,1680.3,219.7,11.56,Misiones
1980,30,400,375,481,1283,1418.14,135.14,10.53,Entre Ríos
1998,30,30000,28000,39000,1393,1601.49,208.49,14.97,Entre Ríos
1992,22,200,200,400,2000,1789.68,210.32,10.52,Chaco
2003,14,68650,68650,144200,2101,2085.26,15.74,0.75,Córdoba
2023,6,7300,6850,19930,2909,2561.42,347.58,11.95,Buenos Aires
1979,14,11200,10000,9000,900,1214.19,314.19,34.91,Córdoba
1987,30,6000,5900,11000,1864,1924.1,60.1,3.22,Entre Ríos
1990,6,49000,46000,81400,1770,1909.74,139.74,7.89,Buenos Aires
1987,30,500,500,850,1700,1700.52,0.52,0.03,Entre Ríos
2017,54,900,900,2520,2800,2429.99,370.01,13.21,Misiones
1972,90,500,500,600,1200,1378.89,178.89,14.91,Tucumán
2005,6,80000,78650,160174,2037,2152.2,115.2,5.66,Buenos Aires
1982,54,2300,690,828,1200,1446.67,246.67,20.56,Misiones
1972,14,1665,1577,2205,1398,1408.18,10.18,0.73,Córdoba
2022,90,400,400,760,1900,1796.33,103.67,5.46,Tucumán
1998,22,1000,700,1550,2214,1824.8,389.2,17.58,Chaco
1970,82,800,800,1200,1500,1611.47,111.47,7.43,Santa Fe
2018,42,36800,36000,101653,2824,2771.07,52.93,1.87,La Pampa
2015,6,82790,80890,303546,3753,3632.44,120.56,3.21,Buenos Aires
2009,14,141000,141000,367200,2604,2619.94,15.94,0.61,Córdoba
2010,22,153000,153000,382500,2500,2530.35,30.35,1.21,Chaco
2019,30,54250,54250,129425,2386,2435.46,49.46,2.07,Entre Ríos
1975,6,1600,1600,2240,1400,1405.27,5.27,0.38,Buenos Aires
2009,22,17500,16350,29185,1785,2014.2,229.2,12.84,Chaco
1953,54,10,5,5,1000,911.14,88.86,8.89,Misiones
2005,6,16500,15900,45719,2875,2522.54,352.46,12.26,Buenos Aires
2017,6,59290,41290,44655,1082,1176.43,94.43,8.73,Buenos Aires
1967,54,55,40,31,775,855.97,80.97,10.45,Misiones
1951,54,10,5,6,1200,899.57,300.43,25.04,Misiones
1988,14,200000,137000,180000,1314,1478.34,164.34,12.51,Córdoba
1973,6,500,465,730,1570,1457.49,112.51,7.17,Buenos Aires
1988,6,35000,34200,60000,1754,1832.27,78.27,4.46,Buenos Aires
1977,14,11200,11000,23600,2145,2023.32,121.68,5.67,Córdoba
1989,6,1000,1000,2200,2200,1936.84,263.16,11.96,Buenos Aires
2005,86,4600,4600,11403,2479,2264.68,214.32,8.65,Santiago del Estero
1979,6,100,100,225,2250,1773.58,476.42,21.17,Buenos Aires
2010,6,93600,91600,281820,3077,3078.52,1.52,0.05,Buenos Aires
2008,6,47005,46805,47380,1012,1348.92,336.92,33.29,Buenos Aires
2016,6,65797,57017,100871,1769,1739.25,29.75,1.68,Buenos Aires
1963,54,180,144,129,896,989.31,93.31,10.41,Misiones
2018,6,37089,37089,152010,4099,3698.67,400.33,9.77,Buenos Aires
1978,6,50,50,90,1800,1688.34,111.66,6.2,Buenos Aires
1987,74,150,150,200,1333,1675.0,342.0,25.66,San Luis
1985,6,31000,31000,77900,2513,2471.32,41.68,1.66,Buenos Aires
2020,6,450,430,1349,3137,2601.3,535.7,17.08,Buenos Aires
1993,34,100,100,200,2000,1786.01,213.99,10.7,Formosa
1986,14,100,100,150,1500,1504.84,4.84,0.32,Córdoba
2017,86,4000,4000,11200,2800,2620.65,179.35,6.41,Santiago del Estero
2011,86,100000,90000,112500,1250,1329.33,79.33,6.35,Santiago del Estero
1989,6,500,500,750,1500,1630.74,130.74,8.72,Buenos Aires
1973,14,1000,1000,1200,1200,1331.89,131.89,10.99,Córdoba
1957,54,50,25,25,1000,931.2,68.8,6.88,Misiones
1989,22,60,60,60,1000,1247.24,247.24,24.72,Chaco
2018,6,102000,101650,397827,3914,3868.18,45.82,1.17,Buenos Aires
1985,6,1800,1800,3800,2111,1850.51,260.49,12.34,Buenos Aires
2014,14,284200,282700,1111820,3933,3421.38,511.62,13.01,Córdoba
1983,66,26000,25600,56000,2188,2112.67,75.33,3.44,Salta
1984,14,65000,65000,123500,1900,1995.97,95.97,5.05,Córdoba
1974,54,1800,1790,2685,1500,1453.8,46.2,3.08,Misiones
2008,74,15000,15000,36000,2400,2387.76,12.24,0.51,San Luis
1999,18,400,400,900,2250,1829.77,420.23,18.68,Corrientes
2015,6,6520,6370,18486,2902,2716.48,185.52,6.39,Buenos Aires
2022,90,26100,25750,38625,1500,1543.49,43.49,2.9,Tucumán
1976,82,100,80,136,1700,1460.2,239.8,14.11,Santa Fe
2010,38,1850,1850,5550,3000,2306.71,693.29,23.11,Jujuy
2014,18,20000,20000,40000,2000,2175.8,175.8,8.79,Corrientes
2001,6,22000,21670,50400,2326,2400.6,74.6,3.21,Buenos Aires
1982,34,100,0,0,0,0.0,0.0,,Formosa
1978,66,130,130,182,1400,1304.83,95.17,6.8,Salta
2022,82,127800,121410,204345,1683,1728.77,45.77,2.72,Santa Fe
2011,6,162000,158600,425740,2684,2786.43,102.43,3.82,Buenos Aires
1998,6,14000,13600,23100,1699,1905.2,206.2,12.14,Buenos Aires
2010,6,56650,56650,181610,3206,3204.03,1.97,0.06,Buenos Aires
1966,54,20,20,24,1200,1100.03,99.97,8.33,Misiones
1975,30,610,570,1026,1800,1498.32,301.68,16.76,Entre Ríos
1983,18,100,100,170,1700,1654.9,45.1,2.65,Corrientes
2018,86,195000,174910,560169,3203,3050.93,152.07,4.75,Santiago del Estero
1971,22,120,120,65,542,766.23,224.23,41.37,Chaco
1961,82,2,0,0,0,0.0,0.0,,Santa Fe
1988,34,2500,1000,2500,2500,1821.94,678.06,27.12,Formosa
2001,30,128000,125500,332800,2652,2670.69,18.69,0.7,Entre Ríos
1991,22,100,100,200,2000,1783.54,216.46,10.82,Chaco
1976,22,50,50,45,900,1021.18,121.18,13.46,Chaco
2021,14,56038,55888,167174,2991,2989.82,1.18,0.04,Córdoba
1982,30,300,300,420,1400,1569.84,169.84,12.13,Entre Ríos
2006,22,4200,3875,6975,1800,2081.37,281.37,15.63,Chaco
2012,66,112500,88700,70960,800,873.09,73.09,9.14,Salta
2009,90,112200,111650,290290,2600,2584.16,15.84,0.61,Tucumán
2006,86,2500,2500,5250,2100,2009.97,90.03,4.29,Santiago del Estero
1988,38,1000,500,900,1800,1609.93,190.07,10.56,Jujuy
2021,66,23294,23125,40327,1744,2046.24,302.24,17.33,Salta
1982,6,500,500,1000,2000,1792.8,207.2,10.36,Buenos Aires
1966,66,15,0,0,0,0.0,0.0,,Salta
1981,86,270,270,520,1926,1785.12,140.88,7.31,Santiago del Estero
1989,6,27000,27000,65000,2407,2217.61,189.39,7.87,Buenos Aires
2022,6,172000,162000,222014,1370,1475.86,105.86,7.73,Buenos Aires
1956,22,100,50,45,900,911.3,11.3,1.26,Chaco
1981,82,165000,160000,400000,2500,2410.26,89.74,3.59,Santa Fe
2022,42,17900,16400,24040,1466,1635.64,169.64,11.57,La Pampa
1981,82,109000,106000,233900,2207,2238.26,31.26,1.42,Santa Fe
2019,18,50,50,130,2600,2521.22,78.78,3.03,Corrientes
1967,18,350,390,320,821,1025.74,204.74,24.94,Corrientes
1994,6,200,200,500,2500,1945.09,554.91,22.2,Buenos Aires
1990,82,145000,144500,355500,2460,2497.7,37.7,1.53,Santa Fe
2017,42,68300,66200,161930,2446,2500.37,54.37,2.22,La Pampa
2016,90,800,800,2320,2900,2643.33,256.67,8.85,Tucumán
1972,54,1500,1200,1680,1400,1387.69,12.31,0.88,Misiones
1987,86,20000,20000,36000,1800,1925.02,125.02,6.95,Santiago del Estero
1975,30,130,110,165,1500,1361.28,138.72,9.25,Entre Ríos
2018,90,23900,23700,75212,3174,3065.76,108.24,3.41,Tucumán
2007,74,8500,8500,23800,2800,2337.78,462.22,16.51,San Luis
1983,6,2400,2400,4300,1792,1768.17,23.83,1.33,Buenos Aires
2015,38,950,855,1967,2301,2382.02,81.02,3.52,Jujuy
2007,6,80100,80100,268745,3355,3293.18,61.82,1.84,Buenos Aires
2014,6,9500,9500,23250,2447,2606.82,159.82,6.53,Buenos Aires
1957,54,7,4,4,1000,753.31,246.69,24.67,Misiones
2000,82,60000,45000,60800,1351,1297.45,53.55,3.96,Santa Fe
